shooter,season,team,conf,class,position,FTs,FTM,FTpct,Trank,shot_team,playerCode,power
alex thomas,2018-19,Towson,CAA,sr,F/C,23,18,0.782608696,Towson,Towson,althomas,Non-Power
allen betrand,2018-19,Towson,CAA,fr,G,23,17,0.739130435,Towson,Towson,albetrand,Non-Power
alonzo chatman,2017-18,Morehead State,OVC,so,F/C,23,10,0.434782609,Morehead St.,Morehead State,alchatman,Non-Power
alston jones,2017-18,NC Central,MEAC,jr,G,23,21,0.913043478,North Carolina Central,North Carolina Central,aljones,Non-Power
andre ball,2018-19,Pepperdine,WCC,fr,F,23,10,0.434782609,Pepperdine,Pepperdine,anball,Non-Power
andre toure,2019-20,Howard,MEAC,so,F,23,6,0.260869565,Howard,Howard,antoure,Non-Power
andy van vliet,2019-20,William & Mary,CAA,sr,F/C,23,16,0.695652174,William & Mary,William & Mary,anvan,Non-Power
anjay cortez,2021-22,Alabama A&M,SWAC,so,F,23,18,0.782608696,Alabama A&M,Alabama A&M,ancortez,Non-Power
anthony crump,2020-21,N Illinois,MAC,jr,F,23,8,0.347826087,Northern Illinois,Northern Illinois,ancrump,Non-Power
anthony nelson,2019-20,Seton Hall,BE,so,G,23,14,0.608695652,Seton Hall,Seton Hall,annelson,Power
antonio thomas,2020-21,Bradley,MVC,so,G,23,17,0.739130435,Bradley,Bradley,anthomas,Non-Power
arell hennings,2017-18,UC Davis,BW,sr,G,23,21,0.913043478,UC Davis,UC Davis,arhennings,Non-Power
armani branch,2018-19,Norfolk State,MEAC,sr,F,23,19,0.826086957,Norfolk St.,Norfolk State,arbranch,Non-Power
august mahoney,2021-22,Yale,Ivy,so,G,23,18,0.782608696,Yale,Yale,aumahoney,Non-Power
ayaan sohail,2019-20,Lamar,Slnd,fr,G,23,12,0.52173913,Lamar,Lamar,aysohail,Non-Power
aymeric toussaint,2021-22,Marshall,CUSA,fr,F,23,11,0.47826087,Marshall,Marshall,aytoussaint,Non-Power
blake paul,2018-19,Tulane,Amer,sr,F,23,16,0.695652174,Tulane,Tulane,blpaul,Non-Power
brandon davis,2020-21,Sacramento St,BSky,jr,G,23,11,0.47826087,Sacramento St.,Sacramento State,brdavis,Non-Power
brandon kimble,2019-20,Miss Valley St,SWAC,jr,F,23,7,0.304347826,Mississippi Valley St.,Mississippi Valley State,brkimble,Non-Power
brandon morley,2019-20,Utah Valley,WAC,sr,C,23,15,0.652173913,Utah Valley,Utah Valley,brmorley,Non-Power
brandone francis,2017-18,Texas Tech,B12,jr,G,23,10,0.434782609,Texas Tech,Texas Tech,brfrancis,Power
brendan bailey,2018-19,Marquette,BE,fr,F,23,14,0.608695652,Marquette,Marquette,brbailey,Power
brian thomas,2018-19,FGCU,ASun,so,F,23,5,0.217391304,Florida Gulf Coast,Florida Gulf Coast,brthomas,Non-Power
bryan knapp,2019-20,Cornell,Ivy,jr,G,23,18,0.782608696,Cornell,Cornell,brknapp,Non-Power
bryce beamer,2020-21,Binghamton,AE,so,F,23,19,0.826086957,Binghamton,Binghamton,brbeamer,Non-Power
bryce moragne,2020-21,Florida A&M,MEAC,sr,F,23,17,0.739130435,Florida A&M,Florida A&M,brmoragne,Non-Power
bryson mozone,2020-21,USC Upstate,BSth,jr,F,23,17,0.739130435,USC Upstate,South Carolina Upstate,brmozone,Non-Power
burton sampson,2017-18,Belmont,OVC,sr,G,23,19,0.826086957,Belmont,Belmont,busampson,Non-Power
calistus anyichie,2018-19,Binghamton,AE,fr,F,23,16,0.695652174,Binghamton,Binghamton,caanyichie,Non-Power
cameron gottfried,2018-19,CSU Northridge,BW,sr,G,23,15,0.652173913,Cal St. Northridge,CSU Northridge,cagottfried,Non-Power
cameron kimble,2021-22,W Michigan,MAC,fr,G,23,13,0.565217391,Western Michigan,Western Michigan,cakimble,Non-Power
cameron wilbon,2018-19,Robert Morris,NEC,fr,F,23,10,0.434782609,Robert Morris,Robert Morris,cawilbon,Non-Power
camren pierce,2020-21,Cal Poly,BW,fr,G,23,17,0.739130435,Cal Poly,Cal Poly,capierce,Non-Power
candido sa,2017-18,Rutgers,B10,sr,F/C,23,10,0.434782609,Rutgers,Rutgers,casa,Power
charles manning,2019-20,LSU,SEC,jr,G,23,16,0.695652174,LSU,LSU,chmanning,Power
charles thompson,2019-20,Towson,CAA,fr,F/C,23,12,0.52173913,Towson,Towson,chthompson,Non-Power
charlie brown,2018-19,Saint Joe's,A10,so,F,23,21,0.913043478,Saint Joseph's,Saint Joseph's,chbrown,Non-Power
chris osten,2020-21,Arizona State,P12,jr,F,23,9,0.391304348,Arizona St.,Arizona State,chosten,Power
cj roberts,2020-21,New Mexico St,WAC,jr,G,23,16,0.695652174,New Mexico St.,New Mexico State,cjroberts,Non-Power
cyrie coates,2020-21,Texas A&M-CC,Slnd,jr,G,23,11,0.47826087,Texas A&M Corpus Chris,Texas A&M-CC,cycoates,Non-Power
dakota leffew,2021-22,Mt St Mary's,NEC,so,G,23,16,0.695652174,Mount St. Mary's,Mt. St. Mary'S,daleffew,Non-Power
damien sears,2019-20,St John's,BE,jr,F/C,23,9,0.391304348,St. John's,St. John's,dasears,Power
daniel giddens,2019-20,Vermont,AE,sr,C,23,12,0.52173913,Vermont,Vermont,dagiddens,Non-Power
dante treacy,2018-19,Robert Morris,NEC,fr,G,23,14,0.608695652,Robert Morris,Robert Morris,datreacy,Non-Power
darius beane,2018-19,S Illinois,MVC,fr,G,23,17,0.739130435,Southern Illinois,Southern Illinois,dabeane,Non-Power
darius henderson,2018-19,UMass Lowell,AE,fr,F/C,23,19,0.826086957,UMass Lowell,UMass Lowell,dahenderson,Non-Power
darius williams,2018-19,CSU Bakersfield,WAC,jr,F,23,9,0.391304348,Cal St. Bakersfield,CSU Bakersfield,dawilliams,Non-Power
darweshi hunter,2021-22,N Illinois,MAC,jr,G,23,18,0.782608696,Northern Illinois,Northern Illinois,dahunter,Non-Power
david hall,2018-19,UNH,AE,jr,G,23,10,0.434782609,New Hampshire,New Hampshire,dahall,Non-Power
david jesperson,2017-18,Green Bay,Horz,sr,F,23,19,0.826086957,Green Bay,Green Bay,dajesperson,Non-Power
david muoka,2020-21,Lamar,Slnd,so,C,23,11,0.47826087,Lamar,Lamar,damuoka,Non-Power
davin zeigler,2019-20,Bowling Green,MAC,fr,G,23,18,0.782608696,Bowling Green,Bowling Green,dazeigler,Non-Power
deang deang,2019-20,E Illinois,OVC,jr,G,23,17,0.739130435,Eastern Illinois,Eastern Illinois,dedeang,Non-Power
dedric boyd,2021-22,Tennessee St,OVC,sr,G,23,19,0.826086957,Tennessee St.,Tennessee State,deboyd,Non-Power
demond robinson,2020-21,Murray State,OVC,so,F,23,17,0.739130435,Murray St.,Murray State,derobinson,Non-Power
deriante jenkins,2018-19,VCU,A10,jr,G,23,18,0.782608696,VCU,VCU,dejenkins,Non-Power
derrick bruce,2018-19,Texas Southern,SWAC,sr,G,23,20,0.869565217,Texas Southern,Texas Southern,debruce,Non-Power
devin hutchinson,2018-19,Radford,BSth,jr,F,23,19,0.826086957,Radford,Radford,dehutchinson,Non-Power
devin thomas,2018-19,Indiana State,MVC,sr,F,23,16,0.695652174,Indiana St.,Indiana State,dethomas,Non-Power
dima zdor,2021-22,Grand Canyon,WAC,sr,F,23,8,0.347826087,Grand Canyon,Grand Canyon,dizdor,Non-Power
dominick pickett,2020-21,UC Riverside,BW,sr,G,23,22,0.956521739,UC Riverside,UC Riverside,dopickett,Non-Power
donchevell nugent,2021-22,MD-E Shore,MEAC,sr,G,23,12,0.52173913,Maryland Eastern Shore,Maryland-Eastern Shore,donugent,Non-Power
donovan gilmore,2017-18,UNC Asheville,BSth,jr,F/C,23,16,0.695652174,UNC Asheville,UNC Asheville,dogilmore,Non-Power
dre fuller,2019-20,UCF,Amer,fr,G,23,15,0.652173913,UCF,UCF,drfuller,Non-Power
drew edwards,2017-18,Providence,BE,so,G,23,19,0.826086957,Providence,Providence,dredwards,Power
drew friberg,2021-22,Princeton,Ivy,sr,G,23,17,0.739130435,Princeton,Princeton,drfriberg,Non-Power
dwayne cohill,2019-20,Dayton,A10,so,G,23,18,0.782608696,Dayton,Dayton,dwcohill,Non-Power
ebby asamoah,2020-21,Delaware,CAA,so,G,23,17,0.739130435,Delaware,Delaware,ebasamoah,Non-Power
edward oliver-hampton,2021-22,S Carolina St,MEAC,sr,F/C,23,20,0.869565217,South Carolina St.,South Carolina State,edoliver,Non-Power
ej clark,2020-21,Alabama State,SWAC,jr,G,23,19,0.826086957,Alabama St.,Alabama State,ejclark,Non-Power
eli parquet,2020-21,Colorado,P12,jr,G,23,21,0.913043478,Colorado,Colorado,elparquet,Power
elijah allen,2020-21,Wagner,NEC,fr,G,23,18,0.782608696,Wagner,Wagner,elallen,Non-Power
elijah cuffee,2017-18,Liberty,BSth,fr,G,23,19,0.826086957,Liberty,Liberty,elcuffee,Non-Power
elijah schmidt,2018-19,Texas A&M-CC,Slnd,jr,F,23,11,0.47826087,Texas A&M Corpus Chris,Texas A&M-CC,elschmidt,Non-Power
ellis jefferson,2021-22,Lamar,WAC,sr,G,23,19,0.826086957,Lamar,Lamar,eljefferson,Non-Power
enoch boakye,2021-22,Arizona State,P12,fr,C,23,7,0.304347826,Arizona St.,Arizona State,enboakye,Power
eric lockett,2018-19,NC State,ACC,sr,G,23,14,0.608695652,North Carolina St.,NC State,erlockett,Power
erten gazi,2019-20,Fordham,A10,sr,G,23,14,0.608695652,Fordham,Fordham,ergazi,Non-Power
eugene brown,2021-22,Ohio State,B10,so,F,23,14,0.608695652,Ohio St.,Ohio State,eubrown,Power
evan kuhlman,2019-20,Evansville,MVC,jr,F,23,15,0.652173913,Evansville,Evansville,evkuhlman,Non-Power
exavian christon,2017-18,LA Tech,CUSA,fr,G,23,20,0.869565217,Louisiana Tech,Louisiana Tech,exchriston,Non-Power
eze dike,2021-22,Yale,Ivy,sr,G,23,14,0.608695652,Yale,Yale,ezdike,Non-Power
ezekiel balogun,2019-20,North Florida,ASun,sr,F/C,23,15,0.652173913,North Florida,North Florida,ezbalogun,Non-Power
fard muhammad,2017-18,Binghamton,AE,so,G,23,15,0.652173913,Binghamton,Binghamton,famuhammad,Non-Power
frank ryder,2020-21,Denver,Sum,sr,F,23,16,0.695652174,Denver,Denver,frryder,Non-Power
furaha cadeaux de dieu,2021-22,Abil Christian,WAC,jr,F,23,13,0.565217391,Abilene Christian,Abilene Christian,fucadeaux,Non-Power
geoff beans,2017-18,Furman,SC,sr,G,23,18,0.782608696,Furman,Furman,gebeans,Non-Power
giordan williams,2021-22,Santa Clara,WCC,jr,G,23,16,0.695652174,Santa Clara,Santa Clara,giwilliams,Non-Power
grant anticevich,2021-22,Cal,P12,sr,F,23,18,0.782608696,California,California,granticevich,Power
greg dolan,2021-22,Cornell,Ivy,jr,G,23,17,0.739130435,Cornell,Cornell,grdolan,Non-Power
hank hollingsworth,2018-19,Cal Poly,BW,jr,F,23,10,0.434782609,Cal Poly,Cal Poly,hahollingsworth,Non-Power
issa thiam,2017-18,Rutgers,B10,so,F,23,17,0.739130435,Rutgers,Rutgers,isthiam,Power
ivan madunic,2017-18,Southern Utah,BSky,so,F/C,23,14,0.608695652,Southern Utah,Southern Utah,ivmadunic,Non-Power
jack clark,2018-19,La Salle,A10,fr,F,23,19,0.826086957,La Salle,La Salle,jaclark,Non-Power
jack hoiberg,2021-22,UT Arlington,SB,sr,G,23,18,0.782608696,UT Arlington,UT Arlington,jahoiberg,Non-Power
jack perry,2019-20,E Washington,BSky,jr,G,23,21,0.913043478,Eastern Washington,Eastern Washington,japerry,Non-Power
jacob grandison,2020-21,Illinois,B10,jr,F,23,22,0.956521739,Illinois,Illinois,jagrandison,Power
jacob groves,2021-22,Oklahoma,B12,jr,F,23,14,0.608695652,Oklahoma,Oklahoma,jagroves,Power
jadyn parker,2020-21,North Florida,ASun,fr,F/C,23,12,0.52173913,North Florida,North Florida,japarker,Non-Power
jahmel myers,2021-22,New Orleans,Slnd,jr,F/C,23,14,0.608695652,New Orleans,New Orleans,jamyers,Non-Power
jake stephens,2018-19,VMI,SC,fr,F/C,23,16,0.695652174,VMI,VMI,jastephens,Non-Power
jalen sanders,2018-19,N Colorado,BSky,so,G,23,15,0.652173913,Northern Colorado,Northern Colorado,jasanders,Non-Power
jameer nelson,2020-21,G Washington,A10,so,G,23,16,0.695652174,George Washington,George Washington,janelson,Non-Power
jan svandrlik,2017-18,Iona,MAAC,sr,F,23,19,0.826086957,Iona,Iona,jasvandrlik,Non-Power
japhet kadji,2017-18,NC A&T,MEAC,jr,F,23,17,0.739130435,North Carolina A&T,North Carolina A&T,jakadji,Non-Power
jaqualis matlock,2019-20,E Illinois,OVC,sr,F,23,12,0.52173913,Eastern Illinois,Eastern Illinois,jamatlock,Non-Power
jase townsend,2018-19,Denver,Sum,fr,G,23,17,0.739130435,Denver,Denver,jatownsend,Non-Power
jatayveous watson,2019-20,USC Upstate,BSth,fr,F,23,10,0.434782609,USC Upstate,South Carolina Upstate,jawatson,Non-Power
jaxon knotek,2021-22,American,Pat,sr,F,23,13,0.565217391,American,American,jaknotek,Non-Power
jeffery mcclendon,2017-18,Loyola Mary,WCC,jr,G,23,17,0.739130435,Loyola Marymount,Loyola Marymount,jemcclendon,Non-Power
jemarl baker,2019-20,Arizona,P12,so,G,23,19,0.826086957,Arizona,Arizona,jebaker,Power
jerome deosiers,2017-18,Princeton,Ivy,fr,F,23,17,0.739130435,Princeton,Princeton,jedeosiers,Non-Power
jerome deosiers,2018-19,Princeton,Ivy,so,F,23,18,0.782608696,Princeton,Princeton,jedeosiers,Non-Power
jerome segura,2017-18,Fairfield,MAAC,sr,G,23,16,0.695652174,Fairfield,Fairfield,jesegura,Non-Power
john hall,2020-21,Portland State,BSky,sr,F,23,12,0.52173913,Portland St.,Portland State,johall,Non-Power
john hall,2021-22,UMass Lowell,AE,sr,F,23,20,0.869565217,UMass Lowell,UMass Lowell,johall,Non-Power
john norvel,2019-20,Northwestern St,Slnd,jr,G,23,19,0.826086957,Northwestern St.,Northwestern State,jonorvel,Non-Power
jon brantley,2021-22,Lafayette,Pat,so,G,23,17,0.739130435,Lafayette,Lafayette,jobrantley,Non-Power
jordan campbell,2021-22,Fresno State,MWC,jr,G,23,17,0.739130435,Fresno St.,Fresno State,jocampbell,Non-Power
jordan davis,2017-18,Dayton,A10,fr,G,23,17,0.739130435,Dayton,Dayton,jodavis,Non-Power
jordan henderson,2020-21,Canisius,MAAC,jr,G,23,17,0.739130435,Canisius,Canisius,johenderson,Non-Power
jordan mcneil,2017-18,Towson,CAA,jr,G,23,14,0.608695652,Towson,Towson,jomcneil,Non-Power
josh leblanc,2020-21,LSU,SEC,jr,F/C,23,8,0.347826087,LSU,LSU,joleblanc,Power
julian strawther,2020-21,Gonzaga,WCC,fr,F,23,16,0.695652174,Gonzaga,Gonzaga,justrawther,Non-Power
justyn hamilton,2019-20,Temple,Amer,jr,F/C,23,12,0.52173913,Temple,Temple,juhamilton,Non-Power
kaelen malone,2018-19,Oral Roberts,Sum,sr,G,23,18,0.782608696,Oral Roberts,Oral Roberts,kamalone,Non-Power
kahlil whitney,2019-20,Kentucky,SEC,fr,F,23,10,0.434782609,Kentucky,Kentucky,kawhitney,Power
kashawn charles,2021-22,E Illinois,OVC,sr,G,23,19,0.826086957,Eastern Illinois,Eastern Illinois,kacharles,Non-Power
keith mcgee,2021-22,Morgan State,MEAC,sr,G,23,21,0.913043478,Morgan St.,Morgan State,kemcgee,Non-Power
kendale hampton,2018-19,Youngstown St,Horz,jr,G,23,17,0.739130435,Youngstown St.,Youngstown State,kehampton,Non-Power
kendall munson,2020-21,Pepperdine,WCC,fr,F,23,12,0.52173913,Pepperdine,Pepperdine,kemunson,Non-Power
kevin morris,2018-19,South Alabama,SB,jr,F,23,10,0.434782609,South Alabama,South Alabama,kemorris,Non-Power
kevin zhang,2019-20,Tulane,Amer,so,F,23,16,0.695652174,Tulane,Tulane,kezhang,Non-Power
keyshawn embery-simpson,2018-19,Arkansas,SEC,fr,G,23,18,0.782608696,Arkansas,Arkansas,keembery,Power
kobe williamson,2020-21,Seattle,WAC,fr,F/C,23,18,0.782608696,Seattle,Seattle U,kowilliamson,Non-Power
kyle bowen,2019-20,Saint Mary's,WCC,fr,F,23,11,0.47826087,Saint Mary's,Saint Mary's,kybowen,Non-Power
kyle luedtke,2020-21,Omaha,Sum,so,G,23,15,0.652173913,Nebraska Omaha,Omaha,kyluedtke,Non-Power
lance ware,2021-22,Kentucky,SEC,so,F,23,10,0.434782609,Kentucky,Kentucky,laware,Power
lane severyn,2017-18,South Dakota St,Sum,sr,G,23,15,0.652173913,South Dakota St.,South Dakota State,laseveryn,Non-Power
loseni kamara,2020-21,Jacksonville,ASun,jr,G,23,10,0.434782609,Jacksonville,Jacksonville,lokamara,Non-Power
luka kraljevic,2017-18,Boston College,ACC,fr,F/C,23,12,0.52173913,Boston College,Boston College,lukraljevic,Power
makai ashton-langford,2018-19,Providence,BE,so,G,23,15,0.652173913,Providence,Providence,maashton,Power
malik massey,2017-18,UNCG,SC,so,G,23,18,0.782608696,UNC Greensboro,UNC Greensboro,mamassey,Non-Power
marcus deberry,2019-20,Fort Wayne,Sum,sr,G,23,16,0.695652174,Fort Wayne,Purdue Fort Wayne,madeberry,Non-Power
marcus thomas,2020-21,W Carolina,SC,sr,G,23,18,0.782608696,Western Carolina,Western Carolina,mathomas,Non-Power
marcus tsohonis,2021-22,VCU,A10,jr,G,23,14,0.608695652,VCU,VCU,matsohonis,Non-Power
matheus silveira,2021-22,Portland,WCC,jr,C,23,15,0.652173913,Portland,Portland,masilveira,Non-Power
matt grace,2021-22,Richmond,A10,sr,F,23,20,0.869565217,Richmond,Richmond,magrace,Non-Power
matthew lee,2019-20,St Peter's,MAAC,fr,G,23,17,0.739130435,Saint Peter's,Saint Peter's,malee,Non-Power
mawot mag,2021-22,Rutgers,B10,so,F,23,16,0.695652174,Rutgers,Rutgers,mamag,Power
micaiah abii,2020-21,Liberty,ASun,fr,F,23,19,0.826086957,Liberty,Liberty,miabii,Non-Power
micaiah abii,2021-22,Liberty,ASun,so,F/C,23,18,0.782608696,Liberty,Liberty,miabii,Non-Power
mike mitchell,2021-22,Pepperdine,WCC,fr,G,23,16,0.695652174,Pepperdine,Pepperdine,mimitchell,Non-Power
mikel simms,2017-18,VCU,A10,so,G,23,15,0.652173913,VCU,VCU,misimms,Non-Power
miks antoms,2019-20,Maine,AE,jr,F/C,23,16,0.695652174,Maine,Maine,miantoms,Non-Power
miles gibson,2020-21,E Michigan,MAC,jr,F,23,21,0.913043478,Eastern Michigan,Eastern Michigan,migibson,Non-Power
mitchell saxen,2021-22,Saint Mary's,WCC,so,C,23,12,0.52173913,Saint Mary's,Saint Mary's,misaxen,Non-Power
musa jallow,2020-21,Ohio State,B10,jr,G,23,13,0.565217391,Ohio St.,Ohio State,mujallow,Power
myles hutchinson,2019-20,Mcneese,Slnd,jr,G,23,22,0.956521739,McNeese St.,Mcneese St,myhutchinson,Non-Power
nathan hawkins,2017-18,UT Arlington,SB,sr,G,23,14,0.608695652,UT Arlington,UT Arlington,nahawkins,Non-Power
nathan mcclure,2020-21,IUPUI,Horz,so,G,23,17,0.739130435,IUPUI,IUPUI,namcclure,Non-Power
nathan moran,2018-19,Lipscomb,ASun,sr,G,23,23,1,Lipscomb,Lipscomb,namoran,Non-Power
nedeljko prijovic,2017-18,Texas State,SB,so,F,23,15,0.652173913,Texas St.,Texas State,neprijovic,Non-Power
nicholas jones,2020-21,AR-Pine Bluff,SWAC,sr,G,23,17,0.739130435,Arkansas Pine Bluff,Arkansas-Pine Bluff,nijones,Non-Power
nick fleming,2021-22,Southern Utah,BSky,sr,G,23,13,0.565217391,Southern Utah,Southern Utah,nifleming,Non-Power
nick honor,2020-21,Clemson,ACC,jr,G,23,17,0.739130435,Clemson,Clemson,nihonor,Power
nick thelen,2020-21,Bellarmine,ASun,so,F/C,23,15,0.652173913,Bellarmine,Bellarmine,nithelen,Non-Power
nicolas fennell,2020-21,NC Central,MEAC,jr,G,23,19,0.826086957,North Carolina Central,North Carolina Central,nifennell,Non-Power
nikola maric,2019-20,Little Rock,SB,so,F/C,23,14,0.608695652,Little Rock,Arkansas-Little Rock,nimaric,Non-Power
noah blackwell,2019-20,Fresno State,MWC,sr,G,23,19,0.826086957,Fresno St.,Fresno State,noblackwell,Non-Power
noah meren,2021-22,Brown,Ivy,sr,G,23,14,0.608695652,Brown,Brown,nomeren,Non-Power
noah reynolds,2021-22,Wyoming,MWC,fr,G,23,13,0.565217391,Wyoming,Wyoming,noreynolds,Non-Power
nobal days,2019-20,Tulane,Amer,fr,F/C,23,14,0.608695652,Tulane,Tulane,nodays,Non-Power
noel brown,2021-22,G Washington,A10,so,C,23,12,0.52173913,George Washington,George Washington,nobrown,Non-Power
omar lo,2019-20,Cal Baptist,WAC,sr,F,23,10,0.434782609,Cal Baptist,Cal Baptist,omlo,Non-Power
owen mccormack,2019-20,Presbyterian,BSth,fr,F,23,19,0.826086957,Presbyterian,Presbyterian College,owmccormack,Non-Power
parker braun,2021-22,Santa Clara,WCC,jr,F/C,23,11,0.47826087,Santa Clara,Santa Clara,pabraun,Non-Power
precious ayah,2019-20,Miami (OH),MAC,jr,F/C,23,16,0.695652174,Miami OH,Miami (OH),prayah,Non-Power
quirin emanga,2021-22,Northeastern,CAA,jr,G,23,16,0.695652174,Northeastern,Northeastern,quemanga,Non-Power
raymond bethea,2019-20,Howard,MEAC,so,F,23,14,0.608695652,Howard,Howard,rabethea,Non-Power
rich kelly,2020-21,Boston College,ACC,sr,G,23,18,0.782608696,Boston College,Boston College,rikelly,Power
rob howard,2018-19,UIC,Horz,jr,F/C,23,11,0.47826087,Illinois Chicago,UIC,rohoward,Non-Power
roberto vercellino,2017-18,N Colorado,BSky,so,F,23,17,0.739130435,Northern Colorado,Northern Colorado,rovercellino,Non-Power
romeo weems,2020-21,DePaul,BE,so,F,23,16,0.695652174,DePaul,DePaul,roweems,Power
sadarius bowser,2019-20,Charleston So,BSth,so,C,23,17,0.739130435,Charleston Southern,Charleston Southern,sabowser,Non-Power
sagaba konate,2018-19,West Virginia,B12,jr,F/C,23,18,0.782608696,West Virginia,West Virginia,sakonate,Power
sam thomson,2021-22,Colgate,Pat,so,F/C,23,17,0.739130435,Colgate,Colgate,sathomson,Non-Power
san antonio brinson,2017-18,NJIT,ASun,fr,F,23,16,0.695652174,NJIT,NJIT,saantonio,Non-Power
satchel pierce,2017-18,Penn State,B10,jr,F,23,14,0.608695652,Penn St.,Penn State,sapierce,Power
sean conway,2019-20,VMI,SC,fr,G,23,16,0.695652174,VMI,VMI,seconway,Non-Power
seth pinkney,2021-22,FIU,CUSA,so,C,23,11,0.47826087,FIU,Florida International,sepinkney,Non-Power
shelby adams,2020-21,Texas State,SB,sr,G,23,12,0.52173913,Texas St.,Texas State,shadams,Non-Power
shereef mitchell,2020-21,Creighton,BE,so,G,23,17,0.739130435,Creighton,Creighton,shmitchell,Power
shunn buchanan,2017-18,New Mexico St,WAC,so,G,23,15,0.652173913,New Mexico St.,New Mexico State,shbuchanan,Non-Power
sid tomes,2018-19,Air Force,MWC,jr,G,23,13,0.565217391,Air Force,Air Force,sitomes,Non-Power
simisola shittu,2018-19,Vanderbilt,SEC,fr,F/C,23,15,0.652173913,Vanderbilt,Vanderbilt,sishittu,Power
sincere carry,2020-21,Duquesne,A10,jr,G,23,12,0.52173913,Duquesne,Duquesne,sicarry,Non-Power
spencer jones,2019-20,Stanford,P12,fr,G,23,16,0.695652174,Stanford,Stanford,spjones,Power
spencer littleson,2020-21,Toledo,MAC,sr,G,23,20,0.869565217,Toledo,Toledo,splittleson,Non-Power
taeshon cherry,2019-20,Arizona State,P12,so,F,23,14,0.608695652,Arizona St.,Arizona State,tacherry,Power
tanner schmit,2018-19,Cent Arkansas,Slnd,sr,F,23,18,0.782608696,Central Arkansas,Central Arkansas,taschmit,Non-Power
taryn todd,2020-21,TCU,B12,fr,G,23,13,0.565217391,TCU,TCU,tatodd,Power
terry ivery,2019-20,Stetson,ASun,fr,G,23,14,0.608695652,Stetson,Stetson,teivery,Non-Power
timmy rose,2018-19,Binghamton,AE,sr,G,23,14,0.608695652,Binghamton,Binghamton,tirose,Non-Power
tj bamba,2020-21,Washington St,P12,fr,G,23,17,0.739130435,Washington St.,Washington State,tjbamba,Power
toby okani,2020-21,Duquesne,A10,fr,F,23,14,0.608695652,Duquesne,Duquesne,tookani,Non-Power
toby okani,2021-22,Duquesne,A10,fr,F,23,16,0.695652174,Duquesne,Duquesne,tookani,Non-Power
tory miller-stewart,2017-18,Colorado,P12,sr,F,23,13,0.565217391,Colorado,Colorado,tomiller,Power
tory san antonio,2019-20,CSU Fullerton,BW,fr,G,23,15,0.652173913,Cal St. Fullerton,CS Fullerton,tosan,Non-Power
tre mitchell,2020-21,Cent Conn St,NEC,jr,G,23,17,0.739130435,Central Connecticut,Central Connecticut,trmitchell,Non-Power
treshon smoots,2020-21,N Colorado,BSky,so,G,23,15,0.652173913,Northern Colorado,Northern Colorado,trsmoots,Non-Power
treylan smith,2020-21,Miss Valley St,SWAC,fr,G,23,11,0.47826087,Mississippi Valley St.,Mississippi Valley State,trsmith,Non-Power
troy damico,2021-22,S Illinois,MVC,fr,G,23,14,0.608695652,Southern Illinois,Southern Illinois,trdamico,Non-Power
ty gibson,2018-19,E Washington,BSky,sr,G,23,18,0.782608696,Eastern Washington,Eastern Washington,tygibson,Non-Power
ty groce,2021-22,Butler,BE,sr,F,23,12,0.52173913,Butler,Butler,tygroce,Power
ty perry,2018-19,Fordham,A10,fr,G,23,20,0.869565217,Fordham,Fordham,typerry,Non-Power
tyler millin,2021-22,Mid Tennessee,CUSA,so,F,23,17,0.739130435,Middle Tennessee,Middle Tennessee,tymillin,Non-Power
tyshawn myles,2017-18,Drexel,CAA,sr,F,23,15,0.652173913,Drexel,Drexel,tymyles,Non-Power
tyson jolly,2020-21,SMU,Amer,sr,G,23,13,0.565217391,SMU,SMU,tyjolly,Non-Power
